249336016	96691448040275969
378209302	116982706088312832
373604783	114448303206301696
343939083	96525058540978176
343575258	96956164935389184
255066414	122833004132438016
373878452	122506152826241025
384492984	121003822620475392
289789888	121906165704695808
162277957	96236744701255680
11092722	56395090687565824
380887626	119954888531771392
181034488	91686809251229696
293073349	95178196772859904
319249093	83280715659223040
93784547	97164782511202304
20910742	95304424393687040
380351198	118879104056573952
16842517	93803792172199936
385217530	122298276790812672
154981406	78904139261808641
252193056	48063667757006848
21803049	97332623126446080
385203928	122187120986177536
370939631	117768262653194240
348826256	99316101728583680
373411341	114322615425974272
133563398	121478749073059840
16789555	97682844528287745
336810287	108552757132275712
311695297	84779218604531712
377151067	119415315124850688
367858625	110421549101752320
337271665	97450625826172928
378914689	119178748640759808
274047889	91859184097837056
17188893	56961430234218496
377741088	116721586555469824
177808548	93310103465369601
359837293	111690252900499456
384429006	121102357546270721
176969523	97815753805402114
361101651	121095969990393856
286990118	121273147826774016
107799417	38564142277206016
80741828	90475042588196864
28649040	96028264258207744
245183653	93823574611206144
380597643	118537161443250176
43896725	95391164819185664
63582351	97549657449836544
381306923	121012085818802177
344381476	101451515838996480
226003675	95676094606360577
76757998	102207014381428736
363992987	115467657997844480
173668226	95500494553882624
19975160	94808703152304128
384509911	120987755982487552
271519307	50984819596853248
18095165	69215138116411392
381603450	120966989463306240
376744718	116129934715531264
383760502	120493541674848257
361661879	109211022983827456
289407433	77063961048129536
383842392	120900777064669185
